5620	3088	15908	638	2132	-496
5552	812	18104	-161	-61	540
6168	2132	15608	-430	578	-102
4824	2660	16392	-333	299	-43
5460	2464	16508	-397	-309	214
5984	2644	17224	-95	593	121
5804	2692	16740	404	2151	-257
4852	2204	15880	-131	1082	-412
3672	2872	17056	-2380	-1782	-4
6540	4076	17508	-2197	-4212	1421
9236	-340	17124	2523	8415	-1110
3564	4200	18456	272	2635	28
4520	2928	16260	-1611	-3252	387
5756	2824	15660	-404	626	30
5312	2852	16564	-416	67	321
5224	2680	16708	-407	248	221
5332	2704	16644	-387	315	202
5484	2584	16504	-423	306	201
5488	2660	16600	-398	343	210
5388	2692	16648	-385	316	194
5568	2532	16636	-389	280	196
5532	2640	16520	-392	316	198
5568	2596	16780	-408	352	215
5548	2604	16608	-408	332	203
5548	2596	16484	-362	322	207
5468	2616	16568	-378	364	186
5376	2772	16500	-386	334	189
5680	2696	16548	-413	293	218
5736	2572	16556	-405	351	221
5500	2628	16616	-380	404	238
5224	2700	16632	-389	397	183
5404	2632	16544	-407	284	211
5492	2648	16520	-403	331	192
5276	2848	16616	-417	313	187
5320	2632	16468	-423	246	194
5544	2612	16668	-422	260	206
5736	2592	16780	-405	357	182
5644	2752	16600	-449	248	193
5504	2644	16512	-534	195	310
6120	2980	16488	-718	-189	-933
5992	2500	16528	-525	958	-532
4988	2816	17192	337	2241	-278
4612	2800	16412	-108	1293	-26
4464	2992	16404	-785	-433	579
4168	2952	15836	-1664	-2830	1135
6328	2532	17020	-638	169	1950
5560	2844	17288	-477	1413	-57
6020	2908	16932	-634	-129	243
5448	2672	16476	-498	187	303
5640	2592	16592	-397	290	241
5612	2536	16464	-395	320	203
5520	2592	16460	-382	358	189
5452	2728	16496	-382	364	209
5180	2708	16452	-384	311	218
5360	2736	16632	-388	291	231
5488	2712	16824	-428	277	200
5496	2604	16532	-395	259	205
5556	2596	16748	-387	240	200
5488	2672	16532	-437	275	215
5444	2644	16656	-437	237	207
5372	2748	16784	-440	304	193
5448	2576	16572	-425	256	222
5420	2628	16580	-430	238	214
5700	2540	16476	-444	269	195
5568	2632	16600	-433	269	222
5464	2616	16668	-426	304	187
5404	2640	16348	-418	285	218
5260	2540	16016	-425	326	211
4544	2920	16372	-398	208	176
5400	2496	16016	-269	215	146
5024	2884	17088	-445	18	136
5412	2840	16688	-453	-20	125
5764	2628	16996	-516	21	122
5400	2972	16888	-667	-472	300
6592	2012	16952	-487	31	120
7016	2328	16564	-499	-205	325
6052	2692	16284	-353	574	49
6544	2308	16644	-283	763	87
4432	3228	16924	-356	442	234
5056	2528	16532	-421	287	169
5684	2328	16172	-402	199	217
5648	2772	16804	-331	337	181
5620	2676	17192	-385	440	142
6424	3076	16632	-296	370	177
5536	2416	16860	-254	641	93
5456	2636	16436	-383	379	184
5312	2600	16688	-438	225	246
5544	2824	16680	-482	149	226
5576	2464	17060	-492	154	245
5264	2952	16684	-493	147	203
6372	2640	16892	-365	297	195
6300	2820	17200	-357	312	23
7388	2516	20596	-319	405	-486
7672	-796	17404	-1108	-272	932
2096	1100	11612	1650	5093	2640
3004	3280	12396	-1108	-634	-464
3552	2832	13432	-1267	-3221	394
3624	2156	14252	-1256	-3777	-143
5412	3172	15208	-560	-3040	69
1788	68	20392	2416	4537	1294
5948	4148	16952	-1571	-3482	-86
6716	2008	16940	-5660	-11326	-1619
12288	1180	18504	656	2996	811
4052	3624	21112	881	6070	-489
4680	4716	15288	329	1447	1636
3984	2712	16172	-1009	-1217	-35
6260	4908	17168	-1638	-3621	220
5928	4680	16824	700	2768	754
3724	3204	16300	525	2322	442
4368	3024	16624	-877	-505	113
4848	2768	16812	-938	-623	-127
5744	2164	15676	-793	-470	252
6532	2116	16500	-593	260	184
5808	2192	15736	-392	731	140
5696	2408	16556	-342	623	172
5256	2744	16716	-490	187	297
6004	2392	17116	-693	-182	330
5364	2796	17468	-202	1059	252
5020	2916	16912	-778	46	373
6008	2552	17344	-886	-278	392
5480	2652	16820	-419	1052	341
5228	2528	16528	-964	128	406
5576	2532	17176	-774	495	379
5332	2756	17132	-802	556	350
5300	2660	17072	-859	487	311
5296	2700	17064	-954	309	437
5416	2700	17284	-926	630	354
5128	2760	17300	-1008	554	349
5728	2636	17760	-1109	505	344
5664	2368	17404	-1175	634	368
5620	2288	17584	-1226	683	364
5344	2224	17208	-1247	803	325
5232	2552	17300	-1318	837	432
5868	2604	17480	-1465	1014	391
5808	2376	18788	-1622	639	587
5160	2220	17564	-1633	983	511
5076	2460	18012	-1552	1326	449
6108	2064	19600	-2126	391	739
6040	1784	18152	-2088	855	696
5612	1736	17664	-2155	1076	802
5944	2224	19244	-2332	1174	814
5928	2156	19756	-2535	1448	830
4976	1672	18280	-2684	1653	807
1344	-540	5296	-658	2410	472
200	-1764	6944	-92	1670	305
1136	-2416	10796	-819	64	306
3984	2540	16448	-1901	-1154	679
5496	1384	16908	-515	-1713	516
3928	1212	16900	1345	2836	-529
1892	-632	9540	2752	3972	267
4664	4120	23388	1589	465	-334
5996	2016	21672	-1033	-3021	69
7132	2012	21672	-2073	-3584	-436
5796	2508	17988	-693	1513	167
4576	2268	17980	-513	2518	121
3944	1820	16108	-1035	666	239
4756	192	14552	-1197	-364	370
4724	204	15040	-690	426	282
4508	684	15284	-412	484	284
4404	756	15800	-306	253	260
4208	1196	16028	-131	329	181
3824	1252	16324	79	498	88
4504	1452	17088	-274	-474	173
5472	1164	17916	-391	-401	180
5488	1332	17952	-202	337	101
5584	1396	17992	-443	134	225
5476	1440	18072	-425	462	220
5016	1420	17736	-458	708	214
4624	1388	16952	-572	628	257
4632	1220	16552	-635	356	283
4788	964	16488	-617	191	269
4692	936	16096	-381	454	188
4476	1084	16340	-294	500	168
4412	1180	16668	-407	101	224
4656	1228	16856	-317	171	202
4696	1284	16796	-267	232	152
5032	1256	17284	-332	146	172
5080	1328	17368	-352	165	184
4976	1340	17500	-350	292	164
5040	1240	17256	-439	286	196
4864	1312	17404	-438	433	189
4756	1332	17212	-492	316	197
4820	1128	16728	-479	376	180
4812	936	16728	-445	313	198
4644	1092	16512	-414	341	206
4628	1088	16700	-392	194	222
4808	1212	16940	-357	253	188
4836	1272	17096	-352	267	205
4916	1284	17056	-374	309	171
4880	1448	17072	-395	263	174
4988	1436	17336	-454	199	197
5060	1136	17280	-441	277	230
4872	1232	17140	-380	376	213
4872	1180	16876	-418	406	236
4852	1184	16820	-463	321	232
4680	1236	16924	-429	374	200
4656	1228	16908	-422	389	205
4748	1332	16928	-437	335	203
4720	1244	16768	-435	262	224
4792	1060	16928	-403	305	218
4868	1028	16696	-436	184	195
4816	1040	16496	-382	231	218
4832	1016	16236	-226	413	192
4248	1092	15668	-48	650	139
4360	716	15396	-121	-148	185
4148	864	15228	114	318	86
4264	896	15288	170	-78	112
4536	488	15224	387	-41	56
4688	1132	15556	450	-395	135
4844	1200	15644	627	-262	72
4780	1040	15488	766	-183	55
4244	1284	15524	1065	164	-44
3672	1624	15616	1122	163	-124
3644	1876	15220	1081	-577	-137
3848	1956	15604	1275	-467	-316
4520	2020	15688	1252	-754	-325
4732	2132	15756	1481	-607	-436
4860	2264	15884	1486	-702	-413
5616	2344	16688	1152	-1609	-281
5768	2436	16892	1579	-515	-432
5988	2540	16744	1484	-693	-380
5652	2560	16552	1602	-474	-376
8156	6880	17340	1540	-1962	-520
4208	584	21368	7873	7120	5527
8148	7120	19032	-4817	-5988	-1364
7408	1200	14368	-6101	-11348	-2784
9960	-2124	14640	-891	1735	-1871
4448	2496	18120	-491	5135	-1625
3056	4120	17532	2084	6847	2511
2984	3948	14632	1007	3277	2745
4564	3648	14452	-1840	-4395	1660
5352	2696	17304	-4386	-8670	-2046
7320	3468	16820	-648	1093	887
4792	2764	16568	250	1976	390
5044	2508	16012	-529	-213	231
4836	2648	16740	-263	803	117
5132	2724	16556	-464	55	261
5288	2676	16736	-371	358	180
5612	2708	17020	-388	196	207
5420	2756	16800	-372	387	165
5544	2568	16936	-397	348	209
5584	2520	16904	-401	406	212
5344	2616	16796	-433	412	237
5528	2636	16760	-463	374	271
5364	2724	17092	-419	686	171
5416	2600	17144	-787	-230	421
5888	2876	17744	-562	881	215
5848	3140	18452	-800	404	356
5456	3624	19068	-896	816	270
5820	3040	18664	-1271	427	332
6772	2776	19008	-1454	658	376
6128	3056	19232	-1549	1175	419
