14276	-8336	4088	-1436	-5446	-225
14488	-7792	3128	-235	-154	265
14440	-8172	3408	-457	-312	447
14720	-8316	3636	-158	2356	460
14112	-9300	-920	199	1249	470
13956	-9236	-84	664	3573	958
13508	-9692	2312	2381	12513	3731
12240	-10220	4132	1546	13355	3219
-4248	-8160	13436	-2233	-1457	-2164
-2040	-9820	13168	-1962	-3011	-1735
-572	-10048	14444	-1964	-1755	-2266
948	-6284	15144	-244	-675	-1421
3308	-7416	16468	-267	1552	739
3580	-7424	15032	402	173	5038
4220	-5176	19812	2247	-947	2196
356	-4456	16232	2355	-448	4479
-1800	-5544	16064	-616	547	2752
2264	-2724	16660	2788	-9010	3727
3080	-1252	18968	-303	374	4155
2448	-2592	16556	3029	4370	2039
2284	-3224	16000	-238	1086	566
1496	-2292	17964	209	897	1438
712	-2740	17968	-543	-569	432
224	-2720	17208	-281	1085	-919
1068	-3868	16468	747	-233	-1080
8488	-8232	17692	-221	3329	11645
4660	924	22192	-9564	-4027	22054
19320	5560	23932	-14148	-17416	32767
18496	19040	26920	-14520	-18445	32767
13956	16044	28956	-8501	-28974	32767
11840	10056	24676	-11431	-20095	32767
20468	7124	28448	-13173	-25796	32767
21584	15784	32767	-10290	-22729	32767
19664	11292	32767	-12310	-27270	32767
14460	13092	30516	-11526	-25362	32767
12736	7176	27456	-8093	-24956	32767
9172	8600	22264	-7345	-20818	32767
9996	3036	30268	-13364	-17850	32767
19444	9248	29780	-11574	-21034	32767
14468	10552	23268	-13868	-28202	32767
2212	8712	30056	-7511	-22522	32767
10008	2068	23224	-10512	-19976	32767
11380	2200	23456	-10774	-29397	32767
5444	8168	24408	-6127	-16283	32767
912	-2616	21224	-12064	-19607	22066
12224	-3472	23416	-5546	-20399	32767
5812	5128	19800	-9185	-12984	32767
6064	6340	22948	-10896	-19284	32767
6732	1376	23924	-9018	-16651	32767
1192	1240	20040	-7736	-19242	29878
2416	1472	17464	-6162	-12948	30630
740	436	20916	-3401	-11684	26093
-9924	1840	19432	1034	-10203	9108
-6236	-1940	16872	572	-4953	11322
-3160	-5360	16352	20	-4964	5226
-3560	-4744	17292	-678	-1905	3982
-2120	-5560	17844	-1591	-2210	2198
-2276	-5624	15388	-716	-486	1864
-2276	-5512	16136	-67	-83	1814
-1712	-5708	16680	-370	373	448
-2124	-6384	16296	-215	615	1496
-2012	-5516	16376	-500	-1102	189
-2464	-6756	16744	3030	-736	21
368	-4408	14932	-387	-6414	1561
172	-5268	15784	-18	-979	2630
2644	-6648	14468	-886	-2945	9729
-1888	-5564	17436	-769	-601	7651
1532	-4992	17928	2185	-3867	8513
1472	-3348	22160	2073	-1940	9786
1136	-4060	12444	-5318	-5113	11515
1084	-3256	21556	-3888	15081	7921
-960	-4704	14704	-135	-5566	4090
-2048	-4892	14752	-1512	-3680	4848
-2652	-4496	15068	-649	-3940	1421
3592	-404	24972	3800	3275	-4086
1164	-1908	16640	-3998	3483	3235
1524	-4184	16492	-3922	-328	2799
-2376	-2792	15544	2013	24157	4104
-4204	-5076	15664	-1774	-11826	7008
-832	-3932	20860	-148	-3218	9618
1436	-4420	13992	-3462	-9067	8737
-20	-3112	17648	-4307	818	7957
-264	-3676	13884	-2496	-976	3488
-868	-5116	15860	-1671	-448	4416
-1544	-5296	23832	2944	5441	2392
-2320	-3148	13352	-4968	-7731	4784
120	-5116	16424	848	-1681	137
2340	-4156	14972	459	-4897	7238
1664	-5600	14484	106	-5193	8390
2988	-3080	22064	2343	2535	13021
1648	-4776	13432	-2384	-9333	6399
2388	-3456	18700	1352	3577	6980
832	-3548	13880	-377	-3575	5140
1240	-3864	17392	-1130	-275	1946
296	-2736	18916	-1469	482	-2113
-1620	-3584	16892	-5320	2144	-467
100	-4092	15280	-2278	-1766	-5288
692	-5544	12488	-1493	-1962	-1724
800	-4992	18000	-1732	259	2868
1724	-5588	21308	2810	986	1308
740	-3920	16300	-3518	-3325	6193
-916	-3100	17424	-4782	1739	2039
-464	-4084	10196	-3034	2021	-122
1120	-3220	15136	-687	4603	-8068
-1424	-5668	20184	3266	-2208	-8391
-2188	-4508	19180	-3609	3079	-10203
-1572	-2716	11764	622	-349	-4314
-2004	-4864	11936	-232	7653	-2782
624	-6136	20608	-2934	-1535	-832
-1720	-5052	23996	-7693	2042	-495
-1396	-2476	16752	-5330	2983	-2184
-2156	-4188	15872	789	-6184	210
-1456	-5256	11332	-2966	3757	-2788
-1520	-5028	13640	2738	2890	-10022
600	-9924	19904	6379	-1661	-6984
-1016	-1676	15280	-1834	-1850	-8494
1152	-2516	14252	1057	1460	-8191
1160	-5556	14680	4330	1869	-5125
1436	-5888	18816	-128	-430	249
1432	-2228	26232	1174	2614	3217
1348	-2520	12164	-3934	-5490	4988
-824	-2056	15536	-2142	2111	1290
24	-5184	13756	366	1703	-511
-80	-3648	19564	-1566	3882	1259
-388	-4092	22180	5302	4057	-1715
-840	-1384	17484	-79	1794	644
1156	-3112	14092	293	-3916	-247
-440	-4084	14172	1315	-1084	575
160	-3508	18728	-1758	-2174	2801
-496	-1396	22000	3923	-4705	-757
5656	-72	18968	700	-172	-855
2564	-2144	12108	-780	-1729	3476
-700	-1660	18004	249	3970	-1027
564	-2216	17920	-2915	2113	286
884	1800	25632	4644	7453	-1678
-108	-1104	15000	-2117	1347	-522
1100	-2724	13272	-1986	-2922	-1251
460	-3632	15440	1082	1445	-1160
2560	-2080	20716	3747	639	4100
1096	-424	18812	-6966	-2894	9021
280	84	17784	-5907	-261	8479
-176	-908	8436	-6981	4057	-11
660	-3468	18236	3341	1968	-7489
-920	-1144	21048	4218	-900	-14075
3740	-1668	20316	1992	-453	-14238
3500	-3844	14036	-856	-1160	-331
2616	-4324	14616	1897	1566	2466
1652	-5136	22372	-3821	914	7726
1456	-2824	24556	-6324	3437	7271
2752	464	16644	-5350	231	5934
-552	1036	11544	-4668	214	1440
960	896	10524	4314	338	-4343
-428	-168	22124	5312	4303	-6031
1664	-4144	25060	7154	-448	-12448
544	-2784	17424	-623	5943	-7775
3748	-3964	10924	-588	-74	-3305
2872	-3976	17336	3211	2282	3135
1820	8	23796	883	4656	7671
1464	-968	25308	-9311	-6268	-1217
-28	-80	13568	-7706	2147	7493
636	2980	12288	-4611	-1159	1893
264	2984	12612	5946	-928	810
2496	5228	23552	11815	761	-9205
-1096	2968	22112	7546	2056	-12017
5564	-876	17964	3976	-6475	-12328
3984	-608	16200	2847	3348	1316
1824	1124	20088	382	4385	7050
-1500	216	22684	-6465	-848	7624
-484	3780	17472	-6041	-5796	5186
416	4516	12844	-9914	6218	4521
-340	4856	12076	-2398	1024	-645
-2260	6364	19816	4272	-1094	-4554
-1440	1300	18072	7325	-5048	-8887
-204	-120	14660	-715	2742	-10380
1228	-704	14268	1923	189	-3567
1320	-860	18092	1999	-2800	-4270
2176	2424	26332	24	4455	4705
3156	4664	20324	-9073	1778	13697
-820	3132	13592	-7698	-1735	7878
48	3188	12940	-5398	-1769	3363
128	3284	15992	2679	381	1380
-552	5036	21744	10097	3697	-3927
-2696	836	22648	5533	10976	-4918
2716	-1092	15296	380	-3346	-6024
1660	-1200	16300	2054	2764	-90
-220	-536	21144	-1357	3537	5475
-100	48	21484	-6941	-1502	5044
-476	2224	17772	-4286	5456	8422
-524	2444	12596	-9552	754	1387
-504	2800	12652	-997	1248	1962
-4688	5240	18884	5339	1436	509
-5368	1564	17584	10650	1770	-7078
-4428	-252	13256	5816	-3218	-10900
-1648	408	16068	6276	-3888	-5825
-1956	-60	17036	2597	2229	2803
-5540	4992	25752	-1509	1498	1055
-1032	4792	21120	-13133	-357	8899
-3820	4636	14832	-11039	-5243	7632
-696	5012	11744	-7126	-3583	2899
-1884	5748	11624	3613	2822	2444
-5208	8636	21088	16491	3052	-6306
5924	4732	22628	8742	-9870	-12969
3384	-680	16064	5134	-7552	-9867
3236	-220	18004	5602	3746	1860
-100	1792	21500	569	2765	6012
140	2340	22524	-8651	2005	9645
-2928	6168	20484	-12447	4793	17210
-2344	5136	13100	-19380	12965	6753
-1324	4848	10196	-3604	2115	1698
-6176	6264	17136	6234	4818	708
-5352	3104	16460	13617	-4857	-9692
-128	420	20424	6111	13890	-4945
-1884	-228	15816	5835	-5435	-8642
-2388	588	16924	1406	3611	4498
-7732	5752	22960	698	3216	4841
-3996	5212	19740	-12010	3555	4204
-4700	5116	13744	-10128	-1508	5156
-1168	5276	13840	-8455	-3557	-256
-4292	1660	14988	-3068	-1191	-2262
-2212	4372	16200	6193	850	-1966
-4408	896	19444	5284	-1496	-8528
-944	-592	14520	5552	5863	906
-3096	-848	16048	4566	965	24
-4124	-892	18492	925	4623	3197
-3672	1524	22688	-2640	-2071	99
-2532	3888	22160	-7927	1403	11394
-1796	3308	15904	-13153	-945	9659
-1636	2048	14904	-10584	1019	6474
-3480	-64	17052	-956	-2632	7635
-2988	-4168	22176	-3287	1896	5107
-1040	-1892	18492	-8835	-2141	10683
1076	-2180	16024	-4366	-6453	16694
3800	680	18880	-1229	-6871	15448
868	-488	20280	-8397	-6574	20322
3324	-3152	17680	-6434	-427	15524
4544	-3904	13632	-3501	-9500	20797
1876	-6692	21360	-2021	-270	17356
-5680	-6328	19432	-10710	741	13207
-4868	-2580	13912	-424	-551	4968
-4668	-3760	15060	3367	2880	2014
-2896	-7512	12820	9402	1916	-5628
1140	-9028	14140	1788	3591	-2498
4768	-16460	25132	-813	-3920	4485
-896	-10232	32767	-27263	-7490	18919
-1372	-2396	14260	-4931	-3630	8422
-1000	7212	5480	2977	-5429	-4493
-3620	-15224	16348	4522	4627	-7261
968	-10368	17536	14600	12948	-14023
1540	-12392	9960	-502	4719	-4200
7192	-15380	16600	-13944	-12831	18084
2196	-7784	24056	3768	-5463	8134
-3572	2152	6968	-2756	-10435	828
-5948	-11924	14152	-3430	3978	-5719
-6672	-14384	20092	10041	18018	-11552
4900	-8116	7988	2088	-568	-1746
4960	-22632	24976	-13985	-13911	27477
-4192	-8384	15036	1262	-2888	11443
-3712	5552	4632	2555	-1675	-3134
-4016	-6112	12896	11099	9508	-19500
4756	-7188	18476	12828	11268	-12560
9728	-12044	2436	-285	3521	1277
6160	-19220	17720	-17702	-32768	9627
6172	-2928	20392	-11094	-2759	13912
-2424	9140	2376	-2031	-8211	-494
-11860	-2912	1992	16170	-1839	-18339
-1564	-15552	27980	13017	32767	-8304
13480	-12216	1400	1321	-3582	821
4612	-13636	19696	-19921	-15952	18315
-3664	-3972	25952	-12458	-9437	9712
-4700	9868	2104	-2567	-5015	-637
-9580	-3116	10456	10474	1277	-17508
-6844	-14604	20044	14473	16924	-11239
4536	-15256	9744	380	4045	-4682
5780	-11028	13560	-21131	-13738	16095
-2552	-10528	32456	-13918	-25888	7672
-788	9444	5580	-4563	-6107	3628
-5852	7632	10044	4710	9612	-7656
-7288	-22392	32767	11666	13217	-9310
6232	-11856	11544	8715	10222	-6859
6640	-10104	6396	-11784	-903	13054
-13412	-17736	32767	-20390	5009	23365
-4652	2304	3736	-4312	-6428	9345
-4644	6120	7808	-592	3238	-1549
1744	-20540	32767	9402	22827	-14964
1512	-5740	7948	10865	2132	-9166
5528	-7328	7760	-1337	2010	329
-200	-9736	17700	-21273	-17404	13500
5472	-5776	14172	-9712	-11580	2074
904	224	9876	289	5556	3377
-4416	-3924	13152	-10833	-649	8911
-360	-8516	20240	5109	4452	5624
1164	-4012	10112	5610	-3088	-4520
2180	-7068	15976	471	3118	191
-1984	-3544	17472	5249	5717	-1637
692	-7788	15756	-628	2931	-265
716	-6012	16372	2711	-2170	-763
156	-5380	17024	1461	3273	1284
-512	-5192	16252	1511	-87	1333
-256	-5044	17796	-631	1203	1888
-1344	-4412	16500	218	2764	690
-1288	-4112	14736	449	1109	-169
336	-4524	14160	1800	2340	-297
-2724	-3128	12900	-920	3898	435
-1172	-4204	15828	-1348	2626	319
-236	-3756	19240	-527	-273	-270
-3552	-3704	19320	-769	2647	-1079
-716	-4944	20460	1166	-1767	-2027
-912	-4392	21068	2151	1286	705
-2768	-3892	21460	22	1163	454
-3524	-3576	18980	-137	-2051	-1545
408	-3896	17380	1097	1585	1100
-576	-2912	19096	3064	-932	2807
-552	-632	18464	5676	3192	2770
-1144	-136	15328	-580	-1217	-1287
2468	-412	11016	-4232	-2396	-899
292	-3240	12876	-5173	1695	-2807
-1100	-3172	12728	71	666	-285
3756	-1808	18756	740	433	-4458
2436	-1464	16692	34	-3572	-221
3632	-1624	17284	1687	970	2579
2172	-816	16616	-1053	2122	965
2396	-888	17500	119	505	666
1748	-1252	17408	-1106	242	470
1492	-2056	16044	-2406	-252	797
608	-1988	11068	-1685	5514	1098
2572	-2432	17256	1781	3286	-982
1652	-4832	16840	306	-1053	2265
992	-3600	16784	-3335	414	1430
2092	-3380	16780	-5551	2507	1767
2428	-3892	19368	-3011	3364	2056
1540	-4684	18284	-3429	1094	2238
2112	-5944	19412	-1240	1585	2048
4304	-5660	20452	-956	756	904
3892	-6260	20676	-502	-456	483
4228	-6256	19648	-216	1483	2228
3896	-5668	19432	2335	-2277	306
2696	-3668	17712	2982	-358	990
500	-1964	16296	1676	-954	-2507
3088	-2720	12748	3288	2365	1152
3912	-3308	13220	-2258	-18258	-5766
2832	-3740	16160	-1771	3285	1741
3868	-3284	17660	-1400	5580	286
1588	-2652	15056	-1958	6708	933
3632	-3012	18260	-2312	5146	-497
4420	-3076	18684	-320	2518	-28
3308	-4032	19196	325	249	-1360
256	-3796	16888	-2331	4036	-1049
2856	-3880	17800	3776	-8247	3080
2360	-2452	17684	-350	-932	-5443
484	-2276	16124	-3165	5415	1538
860	-420	18668	-717	-6735	-894
1800	-1924	19140	730	4014	-5030
4640	-2304	16516	1990	5251	5547
10828	-1056	18208	-5846	10696	21792
3944	8324	20468	-27904	-5879	32767
4848	4304	18280	-19631	-27894	30797
6228	2148	23884	-2665	-19938	32112
9568	2260	19680	910	-22213	32767
8592	3544	19224	836	-15835	32767
10156	4448	23124	-5533	-20839	32767
7920	-2336	21432	-2057	-24955	31892
11876	-532	15568	-3219	-22046	26952
11500	-28	22156	2027	-15373	28883
11124	2136	16828	-3277	-13110	30441
15700	4384	30376	9856	-15439	32767
13524	6180	15912	1164	-21710	32767
9176	10116	27896	-2187	-13328	32767
10612	796	18688	-724	-13654	32767
20316	6392	27712	1843	-11947	32767
20688	4764	21132	2266	-21884	32767
7072	10136	24056	-1169	-4283	32767
628	-1064	13700	-2525	-14924	16282
3548	-2068	22620	4348	-5830	18955
-2732	16	13520	7998	-10088	15205
868	-1128	18872	3608	-6696	4946
868	-4264	18820	3931	-1886	-2848
-4296	-3020	16932	-565	135	-9576
10232	1168	5384	17656	27666	-425
17568	7580	31392	4534	3569	28270
-4340	12844	32767	-14527	-2762	25216
-1372	12680	32767	-21741	9189	26880
-9504	14960	23880	-21846	18109	8676
-8528	10016	15236	-17667	17727	-9909
-8616	3888	5768	-6057	22784	-16176
-1916	1960	-3064	5433	20804	-17581
4284	7228	-4992	19424	18075	-11897
16148	8196	18068	31483	-13954	-9288
10368	-2944	32767	25423	-9837	-6282
12428	6648	23612	19982	-5342	-9125
17240	5236	32767	17394	126	15993
-21608	9868	23464	-171	13051	32767
-1972	12620	13380	-4874	9050	6613
-800	7340	16836	434	8131	-2190
7036	-2628	19004	5677	17248	5401
16796	-2072	22296	4411	32767	25691
11172	7796	15680	-8336	32767	30063
7636	18436	22932	-22845	22305	31219
-3156	24908	32344	-31570	14220	25661
-12940	29460	32767	-32768	32767	16710
-6740	25676	21520	-21858	25097	-16988
-7556	11920	12992	2665	32767	-11933
7904	15028	5128	23404	32767	-18748
10012	17620	-1820	32767	32767	6071
26296	19072	32767	32767	-2425	16906
15780	17772	32767	20582	-30143	32767
-14164	32767	32767	-7188	-2541	32767
-30252	29884	8188	-21741	4292	26772
-2888	9888	8020	-7554	13911	6890
-744	3428	12028	-511	2962	-9752
-8948	3752	21640	144	377	-17368
-1588	1628	32767	-11470	10624	-24093
9552	1364	13256	-10251	20414	-15044
17864	15628	-4388	10772	-738	-15791
5936	20856	16204	16540	-20139	-32768
11028	32767	32767	8035	-1904	-32768
22912	26944	32767	-18290	4409	-32768
25420	17080	32767	-32768	3652	-14661
26552	18892	17044	-32768	-2683	11174
13388	18052	1312	-31679	-24140	20850
2736	19868	6552	-15770	-32768	5352
6724	26488	22788	24129	-32768	-16802
-168	21052	32767	28890	-17056	-24463
23984	5528	32767	6995	-8121	-32768
780	-2544	-480	-4079	6424	-2355
-908	-5484	15364	1202	-2565	618
-1820	-4524	18572	1774	-17	4403
-324	-3984	17120	130	3154	3885
-136	-3116	17216	1033	2815	3106
-96	-1700	15660	-692	1803	3265
684	-4632	16184	1641	422	3659
-1724	-3544	18900	-3058	-448	3803
-1256	-3428	18136	374	-3629	-67
-2268	-4876	18172	-5767	2156	2655
-2352	-4056	15548	-3001	-2077	-422
6452	-4532	16404	-3890	7434	-5734
3024	-4584	13552	-4052	-3338	3697
580	-2692	18964	891	556	-646
292	-2332	16540	-3217	-495	788
44	-2556	17712	-478	1205	-896
792	-1484	18448	600	2488	-2075
-124	-2420	18180	-1800	-627	-1111
160	-2276	15908	-3303	-651	261
2380	-5088	9472	-5703	-13167	1006
-2024	-944	21156	32767	498	-15563
-380	9160	23376	29802	27990	-2245
2248	2336	18060	-11743	-4676	-3495
80	868	17072	-11658	-7670	11151
32	-676	15624	-5119	-10092	1145
4388	-1492	17944	-1489	-984	343
3024	-1184	17548	-979	699	1545
2152	-1160	17844	-2323	5932	1374
4328	-1836	19608	-2292	-84	-247
3920	-3120	19592	-2552	2373	5137
3196	-3152	16972	-4876	571	6115
2140	-5500	14612	-3495	465	8886
2932	-5800	17036	-5757	-3709	16257
2980	-7600	17704	2213	-2232	10534
2492	-5204	16096	831	400	5723
1660	-4780	15928	-2056	1219	5449
144	-4716	15384	628	-395	-378
792	-6144	17700	-1201	-1843	934
2440	-6628	16352	2856	-911	1682
436	-6100	13052	-5806	-1924	2238
144	276	-1028	-22852	-21789	2108
-13788	9624	32767	32767	24475	8451
3520	-9628	13812	-2275	-749	-3581
5264	-4288	16796	-2461	-2315	2086
5408	-5968	16200	-695	295	971
5524	-4528	17296	-82	2362	363
4356	-5248	15864	24	1694	43
4424	-5096	16908	1321	1344	56
3080	-6368	14632	-6953	-3717	1619
8392	-5616	16068	7080	7355	-4112
4712	-4820	16144	662	1954	-919
3308	-3300	16544	-1858	2568	323
2840	-5276	17568	-3173	-150	-2042
2588	-5828	19620	-1558	2335	806
3800	-5908	16772	105	2919	3067
2464	-5296	16052	-1086	2104	3847
712	-4468	16092	904	3482	4363
-156	-3836	17212	1606	536	2735
-484	-3976	15052	-2461	483	981
-660	-4404	19180	2889	1686	1971
-1900	-3284	15956	-424	941	656
-1584	-3840	16792	1747	2387	183
-1388	-3772	17308	-742	-1040	-766
-544	-3532	17928	-272	-26	-1054
-640	3124	-3272	-28872	-5163	8997
3148	3160	2652	-8050	-32768	-5396
-8380	-2144	11476	-17995	-11657	2797
1056	1088	16084	10836	-3929	5202
3540	-4852	18324	-232	-1962	234
3928	-508	18200	-2539	869	-79
3272	-2652	16944	-448	447	-92
2356	-2288	16652	-345	1108	319
3216	-2032	17268	-672	371	984
2316	-1796	16988	-1741	435	-986
3800	-1884	17404	-1144	-705	971
3596	-2588	15548	-6832	-1342	369
1556	-4680	17244	4939	-2929	1745
3240	-2956	19028	1025	-2306	-180
4004	-1968	20668	-9532	7462	-2689
